0.000000,0.000000,0.000000
-45.316900,233.136412,0.000000
45.316900,233.136412,0.000000
36.470606,187.625000,0.000000
-36.470606,187.625000,0.000000
-1.823530,9.381250,0.000000
-3.647061,18.762500,0.000000
-5.470591,28.143750,0.000000
-7.294121,37.525000,0.000000
-9.117651,46.906250,0.000000
-10.941182,56.287500,0.000000
-12.764712,65.668750,0.000000
-14.588242,75.050000,0.000000
-16.411772,84.431250,0.000000
-18.235303,93.812500,0.000000
-20.058833,103.193750,0.000000
-21.882363,112.575000,0.000000
-23.705894,121.956250,0.000000
-25.529424,131.337500,0.000000
-27.352954,140.718750,0.000000
-29.176484,150.100000,0.000000
-31.000015,159.481250,0.000000
-32.823545,168.862500,0.000000
-34.647075,178.243750,0.000000
1.823530,9.381250,0.000000
3.647061,18.762500,0.000000
5.470591,28.143750,0.000000
7.294121,37.525000,0.000000
9.117651,46.906250,0.000000
10.941182,56.287500,0.000000
12.764712,65.668750,0.000000
14.588242,75.050000,0.000000
16.411772,84.431250,0.000000
18.235303,93.812500,0.000000
20.058833,103.193750,0.000000
21.882363,112.575000,0.000000
23.705894,121.956250,0.000000
25.529424,131.337500,0.000000
27.352954,140.718750,0.000000
29.176484,150.100000,0.000000
31.000015,159.481250,0.000000
32.823545,168.862500,0.000000
34.647075,178.243750,0.000000
-37.355206,192.176140,0.000000
-38.239806,196.727280,0.000000
-39.124406,201.278420,0.000000
-40.009006,205.829560,0.000000
-40.893606,210.380700,0.000000
-41.778206,214.931840,0.000000
-42.662806,219.482980,0.000000
-43.547406,224.034120,0.000000
-44.432006,228.585260,0.000000
37.355206,192.176140,0.000000
38.239806,196.727280,0.000000
39.124406,201.278420,0.000000
40.009006,205.829560,0.000000
40.893606,210.380700,0.000000
41.778206,214.931840,0.000000
42.662806,219.482980,0.000000
43.547406,224.034120,0.000000
44.432006,228.585260,0.000000
-29.176484,187.625000,0.000000
-21.882363,187.625000,0.000000
-14.588242,187.625000,0.000000
-7.294121,187.625000,0.000000
-0.000000,187.625000,0.000000
7.294121,187.625000,0.000000
14.588242,187.625000,0.000000
21.882363,187.625000,0.000000
29.176484,187.625000,0.000000
-100.371837,215.248099,0.000000
-96.599953,216.967046,0.000000
-92.798643,218.619903,0.000000
-88.969066,220.206165,0.000000
-85.112388,221.725351,0.000000
-81.229784,223.176997,0.000000
-77.322437,224.560662,0.000000
-73.391536,225.875923,0.000000
-69.438280,227.122380,0.000000
-65.463872,228.299653,0.000000
-61.469523,229.407384,0.000000
-57.456450,230.445235,0.000000
-53.425875,231.412890,0.000000
-49.379027,232.310055,0.000000
-41.241442,233.891841,0.000000
-37.153185,234.575981,0.000000
-33.053611,235.188666,0.000000
-28.943969,235.729711,0.000000
-24.825510,236.198950,0.000000
-20.699489,236.596241,0.000000
-16.567163,236.921462,0.000000
-12.429790,237.174515,0.000000
-8.288630,237.355321,0.000000
-4.144947,237.463828,0.000000
-0.000000,237.500000,0.000000
4.144947,237.463828,0.000000
8.288630,237.355321,0.000000
12.429790,237.174515,0.000000
16.567163,236.921462,0.000000
20.699489,236.596241,0.000000
24.825510,236.198950,0.000000
28.943969,235.729711,0.000000
33.053611,235.188666,0.000000
37.153185,234.575981,0.000000
41.241442,233.891841,0.000000
49.379027,232.310055,0.000000
53.425875,231.412890,0.000000
57.456450,230.445235,0.000000
61.469523,229.407384,0.000000
65.463872,228.299653,0.000000
69.438280,227.122380,0.000000
73.391536,225.875923,0.000000
77.322437,224.560662,0.000000
81.229784,223.176997,0.000000
85.112388,221.725351,0.000000
88.969066,220.206165,0.000000
92.798643,218.619903,0.000000
96.599953,216.967046,0.000000
100.371837,215.248099,0.000000
104.113147,213.463586,0.000000
107.822744,211.614049,0.000000
111.499496,209.700053,0.000000
115.142285,207.722180,0.000000
118.750000,205.681033,0.000000
122.321543,203.577234,0.000000
125.855825,201.411423,0.000000
129.351771,199.184260,0.000000
132.808315,196.896423,0.000000
136.224404,194.548611,0.000000
